id,dishid,namedish,description,nameingr,ingr,stepname,stepdish
81,6572,Мусс из ягод,Попробуйте!,Ингредиенты для «Мусс из ягод»:,"['Ягода 1 стак.', 'Сахар 0,75 стак.', 'Желатин 15 г']",Рецепт «Мусс из ягод»:,"СВЕЖИЕ ИЛИ ЗАМОРОЖЕННЫЕ ЯГОДЫ ПЕРЕБРАТЬ И ПРОМЫТЬ В ХОЛОДНОЙ ВОДЕ. РАЗМЯТЬ ЛОЖКОЙ И ПРОТЕРЕТЬ СКВОЗЬ СИТО. ВЫЖИМКИ ОТ ЯГОД ЗАЛИТЬ 2 СТАКАНАМИ ВОДЫ ГОРЯЧЕЙ, ВСКИПЯТИТЬ И ПРОЦЕДИТЬ. В ПОЛУЧЕННЫЙ СОК ПОЛОЖИТЬ САХАР И ПРЕДВАРИТЕЛЬНО РАЗВЕДЕННЫЙ ЖЕЛАТИН. ПОМЕШИВАЯ ДОВЕСТИ СИРОП ДО КИПЕНИЯ. В ОХЛАЖДЕННЫЙ СИРОП ВЫЛОЖИТЬ ЯГОДНОЕ ПЮРЕ И ВЗБИТЬ ДО ОБРАЗОВАНИЯ ОДНОРОДНОЙ МАССЫ. КАК ТОЛЬКО МАССА ЗАГУСТЕЕТ ВЫЛОЖИТЬ ЕЕ В ФОРМЫ И ОХЛАДИТЬ. НА 1 СТАКАН ЯГОД 3 /4 СТАКАНА САХАРА. 15 Г ЖЕЛАТИНА."
82,54169,Голубцы с айвой по-Бакински,"Для гурманов кавказской кухни и любителей оригинальных блюд. 
Очень ароматные голубцы с необычным вкусом.",Ингредиенты для «Голубцы с айвой по-Бакински»:,"['Фарш мясной 600 г', 'Рис 100 г', 'Айва 2 шт', 'Лук репчатый 2 шт', 'Зелень 200 г', 'Капуста белокочанная Капустa', 'Капустa 1 вилок', 'Бульон 200 мл', 'Перец черный', 'Соль', 'Сахар']",Рецепт «Голубцы с айвой по-Бакински»:,"Подготовить продукты. Рис отварить, остудить. Зелень мелко нарезать. Лук репчатый нарезать мелко или измельчить в блендере. Добавить в фарш специи и подготовленные ингредиенты. Хорошо размешать. Айву разрезать на дольки. Капусту разделить на листья (кому как удобно). Я немного отвариваю в воде и потом снимаю с кочана. Мясо укладываем на капустный лист и сворачиваем конвертом. Укладываем в глубокую кастрюлю поочередно с дольками айвы. Добавляем немного мясного бульона и на средний огонь на 30-40 мин. (Если готовите в посуде Цептер или IGOOK, бульон добавлять не надо, через 5 минут сок образуется сам). Готовое блюдо имеет приятный аромат айвы. Блюдо подается со сметаной. Очень вкусно! Приятного аппетита!"
83,34288,Тушенка из птиц,"Пришла ко мне приятельница со скромным предложением приготовить несколько баночек тушенки. Я настаивала, что лучше 
купить в магазине! На что получила ответ: ""Нет уж. Сейчас тушенку готовят, в основном, из жил, сои и усилителей вкуса... "" И тогда я вспомнила, что одно время, на сельском дворе, у бабушки, ходила целая стая уток, которая с моей подачи и превратилась в прекрасную тушеночку. Оставалось только найти рецептик в своих записях...",Ингредиенты для «Тушенка из птиц»:,"['Утка', 'Соль', 'Перец черный', 'Лист лавровый', 'Вода']",Рецепт «Тушенка из птиц»:,"Ошпаренную тушку утки (курицы) тщательно очистить от перьев, колодок. Разделить на небольшие куски (внутренний жир выложить отдельно). Вымыть кусочки, просушить бумажным полотенцем. В стерильные литровые баночки на дно выкладываем 2 средних (или 1 большой) лавровый листочек, 5-8 горошин чёрного перца. Мясо солим из расчета 1 ч. ложка соли на 1 кг мяса. Наполняю банки кусками, в одну - мясные кусочки, в другую - крылья, желудки, лапки, голова. В тушенку идёт всё, кроме печени. Жир измельчаю и докладываю им баночки до ""плечей"". Долить на 3/4 кипяченой водой. Горлышко банки плотно укупорить фольгой, сложенной в несколько раз. Банки поставить в небольшую сковородку или кастрюлю (на случай аварии). Сковородку с банками поставить в холодную духовку на нижний уровень. Температуру выставить на 180°С и тушить 3 часа. Банки закрыть герметически машинкой для закатывания и поставить крышкой вниз до полного охлаждения (крышки должны быть простерилизованы). Из тушенки можно быстро приготовить как первые, так и вторые блюда."
84,103057,Панкейки с яблочно-коричным гарниром,"Не так давно я познакомилась с такими блинчиками как панкейки. Все Вы знаете, что это маленькие вкусные блинчики. Сегодня я хочу поделиться с вами еще одним вариантом их приготовления! Это очень вкусно, приглашаю!",Ингредиенты для «Панкейки с яблочно-коричным гарниром»:,"['Мука пшеничная Мука', 'Мука 95 г', 'Мука овсяная 45 г', 'Мука цельнозерновая 45 г', 'Сок яблочный 420 мл', 'Яйцо куриное 1 шт', 'Масло сливочное 2 ст. л.', 'Сахар коричневый', 'Разрыхлитель теста 2 ч. л.', 'Корица 1.5 ч. л.', 'Орех мускатный 1/8 ч. л.', 'Соль 1/2 ч. л.', 'Сок лимонный 1 ч. л.', 'Яблоко 4 шт', 'Масло растительное', 'Сироп кленовый']",Рецепт «Панкейки с яблочно-коричным гарниром»:,"Продукты, которые нам необходимы Приготовим яблочно-коричный гарнир. Яблоки очищаем от кожуры и семечек и нарезаем на ломтики. Выкладываем яблочные ломтики в кастрюлю, добавляем яблочный и лимонный соки и перемешиваем. Ставим кастрюлю на небольшой огонь и готовим под крышкой на среднем огне около 7 минут. Далее добавляем сахар, огонь уменьшаем и готовим до тех пор, пока сок не загустеет и яблоки не станут мягкими, приблизительно 10 минут (без крышки). В конце добавляем корицу. Пока готовится гарнир, мы приготовим тесто для наших блинчиков. В миску просеиваем три вида муки и разрыхлитель, затем добавляем сахар, корицу, мускатный орех и соль. Все перемешиваем. В центре делаем углубление и добавляем яйцо и яблочный сок, затем добавляем растопленное сливочное масло. Хорошенько перемешиваем. Готовое тесто должно быть как сметана. Сковороду хорошо разогреваем и чуть смазываем растительным маслом. Столовой ложкой наливаем тесто и жарим блинчики с каждой стороны до румяного цвета. Готовые блинчики подаем теплыми с яблочно-коричным гарниром и кленовым сиропом. Приятного аппетита!"
85,13612,"Торт-желе ""ассорти""","Десерт, состоит из 4 -х видов желе, сладкий ванильный вкус, малокаллорийный.","Ингредиенты для «Торт-желе ""ассорти""»:","['Кефир 1/2 л', 'Желатин 1 ст. л.', 'Желе', 'Изюм', 'Курага', 'Вишня']","Рецепт «Торт-желе ""ассорти""»:","Развести все 3 вида желе, каждое в отдельной посуде, дать им застыть. Отдельно развести желатин, смешать его с кефиром, запарить изюм с курагой, курагу порезать мелкими кусочками. Застывшее желе вынуть из посуды и нарезать крупными кубиками, перемешать. Все это выложить в глубокую посуду, залить приготовленным заранее кефиром с желатином. Дать постоять в холодильнике 45 минут. Затем посуду с желе опустить в горячую воду на 2 сек. и перевернуть, выложив на красивое блюдо, украсить вишенкой."
86,56115,Бананово-финиковый кекс,"Благодаря восхитительному печенью ""Восточное наслаждение"" от Oxana_71, знакомство с которым состоялось на форуме в рамках ""штучной"" именной недели, я по достоинству оценила выпечку с финиками. 
Предлагаю на ваш суд бананово-финиковый кекс, приготовить который не просто, а очень просто! Результат же порадует экзотичным ароматом, приятной текстурой и отменным вкусом.",Ингредиенты для «Бананово-финиковый кекс»:,"['Мука рисовая 150 г', 'Масло сливочное 130 г', 'Яйцо куриное 3 шт', 'Финик 150 г', 'Банан 1 шт', 'Орехи грецкие 50 г', 'Шоколад белый 100 г', 'Сливки 50 г', 'Разрыхлитель теста 1 ч. л.', 'Масло растительное']",Рецепт «Бананово-финиковый кекс»:,"Банан очистить и пюрировать любым удобным способом – вилкой, блендером, пестиком. Ядра грецкого ореха порубить ножом. Не мельчить! Из фиников удалить косточки и нарезать не крупными кусочками. В миску просеять рисовую муку, это может быть и пшеничная мука, не критично. Добавить разрыхлитель теста, всё перемешать. В мучную смесь выложить орехи и финики, ещё раз хорошенько всё перемешать. Добавить яйца, банановое пюре, размягчённое сливочное масло кусочками или растительное без запаха. Перемешать лопаткой до получения однородной массы. Формочки смазать растительным маслом, выложить в них тесто, без горки. У меня получилось наполнить одну форму на шесть посадочных мест и дополнительно три формочки. Выпекать в разогретой до 180*С духовке, до сухой лучинки. Мне понадобилось 25 минут. Пока кекс выпекается, приготовить соус, для чего в кастрюле нагревать на медленном огне сливки и поломанный на кусочки белый шоколад, до полного растворения последнего. Остывшие кексы вынуть из формочек, подавать на порционных тарелках, полив соусом и украсив по своему усмотрению. Я усмотрела необходимость украсить прозрачными дольками лайма и его же цедрой. Кстати, агрессивный вкус и аромат этого цитруса как нельзя лучше подчеркнули вкус самого кекса. Достойная альтернатива соусу - глазурь. 50 г сахарной пудры растереть со столовой ложкой сока лимона или лайма (сок лучше добавить в 2-3 приёма) до консистенции густой сметаны. Этот рецепт - участник акции ""Готовим вместе - кулинарная неделя"". Обсуждение приготовления на форуме:"
87,53197,"Торт ""Золушка""","Жила-была девочка. Много трудилась на трех работах, для того, чтобы прокормить неродную мамку с еe двумя дочками - культуристками. Ели они много и пили тоже. Как-то к девочке пришла фея из ""Амвея"" и пригласила еe участвовать в конкурсе ""Новогодний пир сказок"". И придумала девочка вкусный, сказочный торт ""ЗОЛУШКА"".","Ингредиенты для «Торт ""Золушка""»:","['Мука пшеничная Мука', 'Мука 500 г', 'Маргарин 300 г', 'Сахарная пудра 500 г', 'Яйцо куриное 2 шт', 'Ванилин 20 г', 'Масло сливочное 500 г', 'Молоко сгущенное 150 г', 'Коньяк 50 мл', 'Желатин 20 г', 'Варенье 400 г', 'Вода 200 г', 'Шоколад молочный Шоколад', 'Шоколад 150 г']","Рецепт «Торт ""Золушка""»:","Готовим тесто для коржей: Охлажденный маргарин порубите, добавьте сахарную пудру (200граммов) и перетрите. Постепенно добавьте 2 яйца, ванилин и муку, затем перемешайте. Изготовление коржей: Разложите тесто равномерным слоем в смазанную маргарином форму. Должно получиться 2коржа. Выпекайте 15минут при 240 градусах. Далее необходимо подготовить крем: В сливочное масло добавьте сахарную пудру (300 граммов), перемешайте и постепенно добавьте сгущенное молоко, ванилин, коньяк. Получившуюся массу поставьте в холодильник. Готовим желатин (им мы далее будем смазывать коржи): 20 граммов желатина делим на 2 (по 10граммов). В одну часть добавляем вишневое варенье (без ягод), во вторую абрикосовое варенье (также без ягод). В каждую доливаем воду и оставляем загустеть. Приготовленные коржи (2шт.) разрезаем вдоль напополам (получаем 4шт). Равномерно смазываем полученные коржи кремом и двумя видами желе (на свое усмотрение). Ровным слоем накладываем смазанные коржи друг на друга, как на фото. Растопленным шоколадом украшаем верхушку торта. Мы украшали нашу ""Золушку"" оставшимся кремом. Конечно, можно использовать и свое воображение. Таков результат наших усилий"
88,108971,Меренговый рулет с клубничным заварным кремом,"Наступило солнечное лето, пора отпуска, отдыха, фруктов, овощей и изобилия зелени! В такие теплые дни хочется сладенького не меньше чем когда-либо, но... без жирных кремов, сгущенок и т. д. Предлагаю Вам угоститься настоящим летним десертом. 
 FACE CONTROL - вход только сладкоежкам!",Ингредиенты для «Меренговый рулет с клубничным заварным кремом»:,"['Белок яичный 4 шт', 'Сахар 150 г', 'Ванильный сахар 10 г', 'Кислота лимонная', 'Желток яичный 4 шт', 'Сахар 100 г', 'Крахмал 1 ст. л.', 'Сметана 1 ст. л.', 'Клубника 300 г']",Рецепт «Меренговый рулет с клубничным заварным кремом»:,"Подготовить все ингредиенты. Включаем любимую музыку и начинаем творить! Особенно хорошо нужно промыть яйца - так как нам нужно будет разделять белки от желтков и при этом в готовое блюдо со скорлупы ничего не должно попасть. Разделить яйца на белки и желтки. Белки нужно поместить в сухую! емкость, желательно охлажденную. В идеале нужно охладить предварительно и венчики миксера, но это не обязательно. Взбивать белки на низкой скорости миксера, до легкой пены, около 1 минуты. Увеличить скорость до максимальной и взбивать до образования мягких пиков т. е. белки уже хорошо взбиты, но при наклоне миски, эти пики меняют форму съезжая. Не прекращая взбивания, тонкой струйкой, всыпать сахар вместе с ванильным сахаром и лимон. к-той в 3 приема, по 50 гр. сахара за один раз. Каждый раз хорошо взбивая до образования густой плотной массы. При переворачивании миски, взбитые белки не должны из нее выливаться. Этот процесс занял у меня от силы 10 мин. На противень, застеленный пергаментом, выложить взбитые белки и равномерно распределить, формируя прямоугольник толщиной минимум 1,5 см т. к. тонкий слой быстро просушится в духовке и будет ломаться в дальнейшей работе. Выпекать меренгу 15-20 минут, до светло-золотистого цвета, в заранее разогретой до 180°C духовке. Внутри она должна получиться мягкой, как суфле. Готовую меренгу вынуть из духовки. Я снимаю таким способом на разделочную доску одеваю полиэтиленовый пакет, кладу эту досточку на меренгу, и переворачиваю (меренговый корж окажется между пергаментом и доской) и уже на доске снимаю пергамент. После этого необходимо остудить меренгу. В сезон клубники рекомендую приготовить крем из свежих ягод. Но если вам захочется полакомится в холодную зиму, то скажу, что с успехом можно воспользоваться и замороженной ягодой. Клубнику, моем, перебираем, удаляем хвостики. И превращаем в пюре с помощью погружного блендера 4 желтка смешиваем с сахаром (100г) и крахмалом (1ст. л.). Все смешиваем венчиком до однородности. Ставим на медленный огонь и варим, непрерывно помешивая. Когда масса начнет густеть добавляем клубничное пюре и продолжаем варить до сгущения. В процессе варки клубничный цвет может смениться на коричневый, но Вы не пугайтесь вкус остается летний и свежий! Остывшую меренгу смазываем остывшим кремом и сворачиваем в рулет. Ставим в холодильник настояться. Украшаем по желанию. Готовим свои любимые летние напитки. Всем приятного аппетита. На самом деле все может казаться сложным на первый взгляд, но поверьте это не так! минимум ингредиентов и усилий - но какой вкусный десерт Вы получите в результате!"
89,44529,"А-ля ""Люля"" из курицы","Нечто среднее между люля, шашлычком и котлетой из курицы, и очень вкусное! Отличный ужин в семейном кругу и хороший вариант горячего для дружеского застолья, в том числе, и на природе. В первоисточнике рецепта предлагалось жарить на мангале, но я, в данном случае, приготовила на сковороде.","Ингредиенты для «А-ля ""Люля"" из курицы»:","['Соль', 'Масло растительное 1 ст. л.', 'Соевый соус 2 ст. л.', 'Сахар 1 ч. л.', 'Мука пшеничная Мука', 'Мука 1 ст. л.', 'Лук репчатый 1 шт', 'Белок яичный 1 шт', 'Филе куриное 450 г', 'Перец красный жгучий', 'Кунжут 100 г']","Рецепт «А-ля ""Люля"" из курицы»:","Филе курицы промываем, обсушиваем и режем небольшими кусочками. Лук чистим и режем мелко. Курицу с луком помещаем в блендер (мне было лень его доставать, я использовала измельчитель, несколько закладок делала) и измельчаем до состояния фарша-кашицы. Яичный белок взбиваем с сахаром. Я не переусердствовала, взбила вилкой, не до пены. Добавляем к смеси муку, растительное масло (1 ст. л.), соевый соус. Перемешиваем. В таких случаях всегда жаль желток. Но на счастье, я пекла пирожки - пригодился для смазывания поверхности. )) Выливаем смесь к фаршу, хорошо вымешиваем до однообразного состояния. Приправляем молотым красным перцем и досаливаем по вкусу. Из получившегося фаршу формуем котлетки-колбаски и нанизываем каждую на деревянные шпажки (предварительно замоченные в воде). И обваливаем в кунжуте. На большой тефлоновой сковородке разогрела немного растительного масла и обжарила со всех сторон до золотистого цвета, на среднем огне. Примерно 13-15 минут это заняло. Можно жарить на мангале на решетке. Подавала с гарниром из овощей и острым соусом http://www.povarenok .ru/recipes/show/445 28/. Ужин получился замечательный! Источник рецепта - журнал ""Лиза"", там предлагалось делать блюдо из индейки, я заменила на курицу, жарила на сковороде вместо мангала и подавала с другим соусом. Больше ничего не меняла. Этот рецепт - участник акции ""Готовим вместе - кулинарная неделя"". Обсуждение приготовления на форуме -"
90,125206,Заливной пирог с печеночной начинкой,"Друзья, привел меня в восторг с печенкой заливной пирог! Готовить, проще не бывает! Он на губах буквально тает! О начинке нет и речи, яйца, лук, морковка, печень! Вкусно просто нереально! Все съедают моментально! Угощайтесь дорогие, вдруг кому-то пригодится! Пироги у нас простые, очень хочется лениться!",Ингредиенты для «Заливной пирог с печеночной начинкой»:,"['Сметана 250 г', 'Сливки 200 мл', 'Яйцо куриное 5 шт', 'Мука пшеничная Мука', 'Мука 2 стак.', 'Разрыхлитель теста 1 ч. л.', 'Печень куриная 500 г', 'Лук репчатый 1 шт', 'Морковь 1 шт', 'Специи 1 ч. л.', 'Зелень 0,3 пуч.', 'Масло растительное 2 ст. л.']",Рецепт «Заливной пирог с печеночной начинкой»:,"Продукты Готовим начинку: Обжариваем печень в течении нескольких минут (режем ее небольшими кусочками) Обжариваем лук с морковкой (морковь на терке, лук мелко режем) Добавляем лук с морковкой к печени, все перемешиваем ( не забываем про специи) Отвариваем яйца, мелко режем, добавляем к начинке и перемешиваем Для теста: Яйца хорошо взбить с щепоткой соли Добавить к ним сметану и сливки, еще раз хорошо перемешать Далее добавляем муку с разрыхлителем Все очень хорошо перемешиваем ( тесто должно быть консистенции густой сметаны), проверяем на специи Форму смазываем маслом. выкладываем половину теста Далее кладем начинку ровно Заливаем второй половиной теста Ставим в разогретую духовку 180% на 40-50минут, смотреть по готовности, не пересушить. Пирог готов. Угощайтесь дорогие! Приятного аппетита! Пирог готов! Приятного аппетита!"
91,155412,Десерт за 5 минут «Сладкая жизнь»,"Очень вкусный, нежный десерт, который готовится считанные минуты и также быстро поедается и взрослыми и детишками! Поробуйте!",Ингредиенты для «Десерт за 5 минут «Сладкая жизнь»»:,"['Печенье 150 г', 'Сметана 200 г', 'Молоко сгущенное 200 г', 'Сахар 2 ст. л.', 'Чернослив 15 шт']",Рецепт «Десерт за 5 минут «Сладкая жизнь»»:,"Слоеное печенье ушки измелтчить с помощью скалки. Мелко режем чернослив. Взбиваем крем сметану смешиваем с сахаром, взбиваем и добавляем вареное сгущеное молоко, также немного взбиваем и крем готов. Далее укладываем слои :печенье, крем, чернослив и чередуем до верха креманки. Украшаем или посыпкой или измельченным печеньем. (Подробнее в видео). Это очень вкусно."
92,123901,"Суп ""Грибное лукошко""","Внимание любителям грибов и блюд из них! )) Этот вкуснейший суп из трёх видов грибов порадует вас своим вкусом и ароматом! Чудесная и богатая комбинация из свежих шампиньонов, замороженных лесных грибов и сушеных белых грибов делает вкус этого супа незабываемым!","Ингредиенты для «Суп ""Грибное лукошко""»:","['Масло растительное 3 ст. л.', 'Грибы 200 г', 'Шампиньоны 150 г', 'Картофель 2 шт', 'Морковь 1 шт', 'Лук репчатый 1 шт', 'Макаронные изделия Макароны', 'Макароны 50 г', 'Соль 1 щепот.', 'Перец черный 1 щепот.', 'Зелень 0,5 пуч.']","Рецепт «Суп ""Грибное лукошко""»:","Налить в кастрюлю небольшое количество воды и добавить белые сухие грибы. Поставить кастрюлю на огонь и дать закипеть, проварить грибы 10-15 минут, накрыть крышкой и дать бульону настояться 30 минут. Между тем, промыть замороженные грибы и свежие шампиньоны. Шампиньоны мелко нарезать. Достать из готового бульона сухие грибы, процедить бульон, чтобы не допустить наличия песка в супе, и выложить в кастрюлю замороженные грибы. Отварить их минут 10-15. После этого достать их из бульона, и долить в кастрюлю воды до нужного вам количества. Картофель очистить, нарезать кубиками и добавить в бульон... Пока варится картофель займемся всеми грибами. Для обжаривания овощей используем классическое масло ""Олейна"". В глубокой сковороде разогреть 2-3 ст. л. растительного масла и обжарить нарезанные кубиками лук и натертую на крупной тёрке морковь до полуготовности. Следом в зажарку добавить нарезанные сырые шампиньоны и обжарить их с овощами несколько минут. Вареные опята и сухие грибы измельчить большим ножом. Теперь добавить в сковороду отваренные сухие грибы и опята, всё хорошо перемешать и тушить эту овощно-грибную смесь еще 3-5 минут. Посолить по вкусу и добавить измельченную зелень петрушки. В кастрюлю с почти готовым картофелем выложить со сковороды зажарку и варить всё еще 5 минут до полной готовности картофеля. За две минуты до готовности супа всыпать в него мелкие макаронные изделия (""соломку"", например... У меня паста ""орзо""). Хорошо всё перемешать, проверить суп на соль и практически сразу снять с огня, чтобы вермишель не разварилась. Дать супу настояться минут 20 и подавать горячим! Приятного аппетита! За рецепт вкуснейшего супа благодарю свою мамочку! )))) Этот рецепт - участник акции ""Готовим вместе - кулинарная неделя"". Обсуждение приготовления на форуме -"
93,126929,Пшенично-ржаной хлеб,Очень вкусный и нежный ржаной хлебушек),Ингредиенты для «Пшенично-ржаной хлеб»:,"['Мука пшеничная Мука', 'Мука 250 г', 'Мука ржаная 250 г', 'Дрожжи 7 г', 'Молоко 1 стак.', 'Вода 100 мл', 'Масло подсолнечное 5 ст. л.', 'Сахар 4 ч. л.', 'Соль 1 ч. л.']",Рецепт «Пшенично-ржаной хлеб»:,"Подогреваем молоко и воду, добавляем в тёплое молоко с водой дрожжи, сахар, соль, перемешиваем. Просеиваем сюда ржаную муку, перемешиваем, добавляем подсолнечное масло, перемешиваем. Теперь понемногу просеиваем пшеничную муку и вымешиваем (муки может пойти немного меньше или больше). Когда тесто будет становиться густым выкладываем его на стол и начинаем вымешивать понемногу добавляя пшеничную муку. Тесто получается немного необычным, слегка липким и напоминает мягкий пластилин!) Тесто должно получится нежным, не жостким, не забитым мукой. Ложим его в миску, плотно накрываем крышкой или пленкой и отправляем его в тёплое место на 1час (я ставлю в электропечку и включаю на 40-50°) Вот наше тесто спустя час! Обминаем тесто и раскатываем в прямоугольный пласт. Я посыпала тесто семенами льна и кунжутом, можно посымать тмином, на вашу фантазию)) Скручиваем рулетом. Защипываем качественно края, укладываем хлеб швом вниз на противень и ставим в теплое место на минут 15. Натираем сверху мукой. Отправляем в духовку при 170 градусах на 20-30 минут. Достаем и ждем, когда остынет! Горячий хлебушек не режем! Приятного аппетита!!!"
94,143632,Маринованные кабачки мгновенного приготовления,"Эту закуску научилась готовить, живя в Душанбе, ещё в прошлом веке... Эта летняя, вернее сезонная, закуска из молодых, а возможно, уже зрелых кабачков (цуккини). Готовится быстро, а съедается ещё быстрее! Очень вкусная, нежная, с лёгкой остринкой и терпким вкусом мёда. Удобнее её готовить вечером, а утром и другое время суток, подавать на угощение. Вкусные! Название говорит само за себя.",Ингредиенты для «Маринованные кабачки мгновенного приготовления»:,"['Кабачок 500 г', 'Соль 1/2 ч. л.', 'Масло растительное 100 г', 'Мед 1/2 ст. л.', 'Чеснок 3 зуб.', 'Уксус 1,5 ст. л.', 'Вода 1,5 ст. л.', 'Перец черный  по вкусу', 'Зелень']",Рецепт «Маринованные кабачки мгновенного приготовления»:,"Зелень - укроп, петрушку, сельдерей, базилик - разобрать и замочить в воде на то время, пока готовите все другие овощи по этому рецепту. Это мой домашний базилик. Он растёт на балконе. С него возьму только листочки и верхнюю частей стеблей, т. к. они нежнее и ароматнее. Кабачки помыть и очистить. Если кабачки молодые, как у меня на фото, можно делать вместе с кожицей. Нашинковать тоненькими кружочками. Я использую овощечистку. Сложить в миску, посолить и оставить на 30 мин. Готовим маринад. Чеснок пропустить через пресс, смешать: - с растительным маслом, - мёдом (если мёд густой, растопить на водяной бане), - уксусом, - перцем и мелко порезанной зеленью. Отлично подойдут кинза, базилик, укроп, петрушка, эстрагон. Можно добавить ложку паприка-пасты или кетчупа - на любителя. Мне больше нравится, если чеснок мелко-мелко резать, так больше выделяется чесночного сока и эфирного масла. Маринад перемешать. Слить образовавшуюся жидкость от кабачков, отжать руками. Залить маринадом. Перемешать. Убрать в холодильник до утра. Пока кабачки маринуются, за это время перемешиваем их пару раз. За ночь кабачки замариновались. Ещё раз хорошо перемешать. Можно пробовать. ПРИЯТНОГО АППЕТИТА!!! Закуска украсит любой Ваш стол. Маринованными кабачками и картошечкой, сваренной в мундире (на фото она уже очищена), мы поужинали сегодня Начался Успенский пост. Для того, кто постится, эта закуска будет просто лакомством! Очень вкусно! Этот рецепт - участник акции ""Готовим вместе - кулинарная неделя"". Обсуждение приготовления на форуме -"
95,157466,Жареные пирожки с мясом,"Предлагаю Вам замечательный рецепт жареных пирожков с мясом. Пирожки получаются пышными и мягкими, а начинка очень нежная и вкусная. Также это тесто подходит для любых других жареных пирожков.",Ингредиенты для «Жареные пирожки с мясом»:,"['Вода 625 мл', 'Мука пшеничная Мука', 'Мука 600 г', 'Соль 2 ч. л.', 'Сахар 1 ст. л.', 'Масло растительное 2 ст. л.', 'Дрожжи 25 г', 'Фарш мясной 500 г', 'Масло сливочное 50 г', 'Перец черный 1 ч. л.', 'Лук репчатый 1 шт']",Рецепт «Жареные пирожки с мясом»:,"Рецепт жареных пирожков с мясом: Для теста возьмите один стакан муки, добавьте 1 чайную ложку соли и одну столовую ложку сахара, перемешайте и залейте 1 стаканом горячей воды (около 80С). Тщательно перемешайте. В другой миске растворите живые дрожжи в одном стакане теплой воды (около 30С). Смешайте растворенные дрожжи с заваренной мукой. Добавьте 2 столовые ложки растительного масла и постепенно добавляя муку вымешайте мягкое эластичное тесто. Смажьте емкость растительным маслом и отправьте тесто подходить в теплом месте 1 час ( у меня тесто подходит в духовке включенной на 40С). Для начинки: В блендере перемешайте до однородности мясной фарш, лук, сливочное масло, соль, перец и холодную воду. Таким образом начинка будет сочной, мягкой и однородной. Спустя час тесто сильно увеличится в объеме. Смажте стол и руки растительным маслом. Разделите тесто на небольшие шарики и затем слепите пирожки. На сковороде с толстым дном обжарьте пирожки с двух сторон до золотистого цвета. Сначала хорошо нагрейте сковороду, а затем уменьшите огонь до среднего. Пирожки можно накрывать крышкой, чтобы мясо хорошо приготовилось. Приятного аппетита"
